1	1	0.552494147397
1	1	0.838856295864
0	1	0.662809618721
0	0	0.353437177374
1	1	0.962250464397
0	0	0.191867084242
0	0	0.334479918386
1	1	0.943642853388
0	1	0.796455501117
0	1	0.805862497979
1	1	0.999338810894
1	1	0.644319984572
1	1	0.829049250201
0	1	0.99868348528
1	0	0.460027433913
0	0	0.375772475836
0	1	0.669985180966
1	1	0.956218349971
0	0	0.227184709945
1	1	0.950357889893
0	1	0.544198953851
0	1	0.869877032064
0	1	0.97977854877
0	1	0.777442726675
1	1	0.633387448339
0	1	0.593611565671
1	1	0.9962955548
0	1	0.888573967526
1	0	0.232849628928
1	1	0.93602216984
0	1	0.80589963813
1	0	0.410541148968
1	1	0.996753681064
1	0	0.438323417093
0	1	0.618371393715
0	0	0.472323398855
0	0	0.254365846379
0	1	0.831423178666
1	1	0.728071757846
0	1	0.907219533588
0	1	0.751894338194
1	1	0.662019229714
0	0	0.0570865252822
1	1	0.992921902261
0	1	0.629184848095
1	1	0.554652646803
0	1	0.658104955235
0	1	0.828035651657
0	1	0.959505373977
1	0	0.473065056364
1	1	0.689083923533
1	1	0.991593203146
1	1	0.908785364061
0	0	0.353014683492
0	1	0.988075208481
0	1	0.740843086064
1	1	0.983095304186
0	1	0.516404865752
0	1	0.603474469649
1	1	0.885988636472
1	1	0.895287277837
1	1	0.632592746473
1	1	0.861666592729
1	0	0.0991691218741
1	1	0.997206631415
0	0	0.262424852808
1	1	0.909153492436
0	1	0.506242903648
0	1	0.930823343469
0	1	0.94440394991
0	1	0.644788800855
1	1	0.898929585262
0	0	0.392539994334
0	1	0.664848645652
1	1	0.925625433632
1	1	0.988167090175
0	0	0.360918821872
1	0	0.340632292098
1	1	0.538530697187
1	1	0.847529369017
1	1	0.929727921347
1	0	0.0755402875148
0	0	0.232196417792
0	0	0.409680562583
1	1	0.82479688501
0	0	0.45740853886
0	1	0.900559699753
1	1	0.829994098332
0	1	0.59024116885
0	1	0.955599118806
1	1	0.999868381525
1	1	0.950012634294
1	1	0.891247129604
1	1	0.908823397549
0	1	0.961328483414
1	1	0.835219340764
1	1	0.801808175649
1	1	0.840553185719
1	1	0.630397974605
0	1	0.936495916965
1	1	0.964268117477
1	1	0.909121134783
0	1	0.654737235438
1	0	0.215865972916
1	1	0.891956834427
0	1	0.676380246567
0	1	0.525085842411
0	1	0.688743545026
0	1	0.626133271778
0	0	0.471993488008
1	0	0.147148544435
1	1	0.85818606796
1	1	0.58238872462
0	0	0.0869344649789
0	1	0.912606487608
